No,code,player_win,player_lose,position_win,wlA,wl1,wl2,wl3,llA,ll1,ll2,ll3,ww1,ww2,ww3,ww4,ww5,ww6,ww7,ww8,lw1,lw2,lw3,lw4,lw5,lw6,lw7,lw8
3380,DASOMINA,Niggiw_Redne,PeaceSeeker,1,大帝,古藤堡,达尔文,黛德丽,孔子,杰士卡,高迪,甘地,大图书馆,跨洲铁路,首飞,0,0,0,0,0,紫禁城,长城,曼哈顿计划,0,0,0,0,0
3381,SISOMINA,Che,nagayamaha,0,神医,诺查丹玛斯,巴赫,无,凯撒,萨拉丁,高迪,黛德丽,罗马大道,长城,0,0,0,0,0,0,雅典卫城,自由女神像,0,0,0,0,0,0
3382,VUSOMINA,ChinaWanping,Vulgata,0,汉谟拉比,诺查丹玛斯,巴赫,弗莱明,凯撒,成吉思汗,高迪,顾拜旦,雅典卫城,0,0,0,0,0,0,0,巨人像,克里姆林宫,0,0,0,0,0,0
3383,CUSOMINA,nagayamaha,GerisNezus,0,孔子,诺查丹玛斯,巴赫,黛德丽,大帝,萨拉丁,凯瑟琳大帝,顾拜旦,罗马大道,哈佛大学,苏伊士运河,好莱坞,0,0,0,0,金字塔,大学,跨洲铁路,互联网,0,0,0,0
3384,NICOMINA,ChinaWanping,wowowoniu,0,汉谟拉比,诺查丹玛斯,凯瑟琳大帝,爱因斯坦,神医,埃莉诺,巴赫,黛德丽,巨石阵,0,0,0,0,0,0,0,姬路城,0,0,0,0,0,0,0
3385,GICOMINA,Supreme,Djinges,0,荷马,诺查丹玛斯,拿破仑,甘地,孙子,巴巴罗萨,库克,无,雅典卫城,哈佛大学,红十字会,0,0,0,0,0,巨人像,大教堂,苏伊士运河,曼哈顿计划,快餐连锁店,0,0,0
3386,MOCOMINA,Martin_Pecheur,BitterBlossom,1,神医,伊莎贝拉,莎士比亚,黛德丽,汉谟拉比,达芬奇,高迪,曼德拉,雅典卫城,哈佛大学,好莱坞,0,0,0,0,0,罗马大道,大教堂,首飞,0,0,0,0,0
3387,SOCOMINA,Huasong,dedeSnole,0,孔子,达芬奇,巴赫,丘吉尔,孙子,诺查丹玛斯,达尔文,爱因斯坦,大图书馆,大教堂,克里姆林宫,跨洲铁路,好莱坞,0,0,0,金字塔,马丘比丘,哈佛大学,红十字会,0,0,0,0
3388,JOHOMINA,Fayebian,ChinaWanping,0,孔子,伊莎贝拉,高迪,乔布斯,大帝,萨拉丁,莎士比亚,无,金字塔,泰姬陵,大教堂,0,0,0,0,0,罗马大道,紫禁城,好莱坞,0,0,0,0,0
3389,PUHOMINA,Djinges,ben0728,0,埃及艳后,巴巴罗萨,特蕾莎,顾拜旦,凯撒,杰士卡,巴赫,甘地,斗兽场,长城,红十字会,0,0,0,0,0,巨石阵,0,0,0,0,0,0,0
3390,JAHOMINA,Radorf,BitterBlossom,1,埃及艳后,萨拉丁,诺贝尔,乔布斯,汉谟拉比,哥伦布,达尔文,弗莱明,巨石阵,紫禁城,远洋游轮,曼哈顿计划,0,0,0,0,雅典卫城,0,0,0,0,0,0,0
3391,GAJUMINA,ChinaWanping,ohmyegodQAQ,0,阿育王,萨拉丁,特蕾莎,弗莱明,孙子,伊莎贝拉,巴赫,卓别林,大图书馆,丝绸之路,0,0,0,0,0,0,紫禁城,大学,0,0,0,0,0,0
3392,BEJUMINA,dedeSnole,Fayebian,1,凯撒,杰士卡,牛顿,卓别林,亚里士多德,古藤堡,达尔文,爱因斯坦,巨石阵,远洋游轮,苏伊士运河,0,0,0,0,0,大图书馆,曼哈顿计划,0,0,0,0,0,0
3393,PIJUMINA,ChinaWanping,ohmyegodQAQ,0,神医,圣女贞德,特蕾莎,丘吉尔,汉谟拉比,萨拉丁,达尔文,曼德拉,雅典卫城,紫禁城,自由女神像,红十字会,0,0,0,0,马丘比丘,丝绸之路,埃菲尔铁塔,曼哈顿计划,0,0,0,0
3394,GIJUMINA,Weidenbaum,MadsLikzWonderZ,1,神医,达芬奇,拿破仑,丘吉尔,埃及艳后,圣女贞德,诺贝尔,爱因斯坦,大图书馆,泰姬陵,大教堂,0,0,0,0,0,斗兽场,0,0,0,0,0,0,0
3395,KUJUMINA,ohmyegodQAQ,Kaiserschmarrn,1,孙子,圣女贞德,拿破仑,顾拜旦,神医,萨拉丁,罗伯斯比尔,甘地,巨石阵,长城,联合国,0,0,0,0,0,空中花园,跨洲铁路,曼哈顿计划,快餐连锁店,0,0,0,0
3396,GEMUMINA,FirstMan,ChinaWanping,0,凯撒,圣女贞德,莎士比亚,卓别林,埃及艳后,萨拉丁,巴赫,弗莱明,巨石阵,马丘比丘,跨洲铁路,0,0,0,0,0,紫禁城,克里姆林宫,0,0,0,0,0,0
3397,GUMUMINA,nagayamaha,TSS,0,埃及艳后,古藤堡,巴赫,黛德丽,孔子,诺查丹玛斯,高迪,丘吉尔,互联网,0,0,0,0,0,0,0,斗兽场,大学,0,0,0,0,0,0
3398,TUMUMINA,GerisNezus,Weidenbaum,0,布狄卡,成吉思汗,拿破仑,乔布斯,孙子,诺查丹玛斯,巴赫,爱因斯坦,斗兽场,姬路城,埃菲尔铁塔,0,0,0,0,0,大教堂,0,0,0,0,0,0,0
3399,RANUMINA,FirstMan,ChinaWanping,0,汉谟拉比,哥伦布,特蕾莎,黛德丽,孔子,古藤堡,莎士比亚,顾拜旦,巨石阵,姬路城,哈佛大学,红十字会,0,0,0,0,金字塔,互联网,0,0,0,0,0,0
3400,LONUMINA,GerisNezus,Kerrigan99,0,大帝,杰士卡,拿破仑,比尔盖茨,亚里士多德,萨拉丁,达尔文,爱因斯坦,金字塔,马丘比丘,互联网,0,0,0,0,0,巨石阵,埃菲尔铁塔,0,0,0,0,0,0
3401,KONUMINA,dedeSnole,ChinaWanping,1,埃及艳后,圣女贞德,拿破仑,丘吉尔,汉谟拉比,萨拉丁,无,甘地,巨人像,埃菲尔铁塔,0,0,0,0,0,0,金字塔,马丘比丘,0,0,0,0,0,0
3402,PERUMINA,dedeSnole,ChinaWanping,0,无,古藤堡,诺贝尔,卓别林,布狄卡,伊莎贝拉,莎士比亚,无,金字塔,好莱坞,0,0,0,0,0,0,紫禁城,大教堂,0,0,0,0,0,0
3403,FILUMINA,SublimeSeeker,jabroney,1,神医,圣女贞德,凯瑟琳大帝,顾拜旦,荷马,古藤堡,诺贝尔,乔布斯,罗马大道,紫禁城,快餐连锁店,0,0,0,0,0,金字塔,姬路城,0,0,0,0,0,0
3404,GULUMINA,HeirOfValyria,Rossonerix10x,0,大帝,杰士卡,牛顿,比尔盖茨,孙子,巴巴罗萨,凯瑟琳大帝,丘吉尔,巨人像,姬路城,远洋游轮,首飞,0,0,0,0,0,0,0,0,0,0,0,0
3405,FIBUMINA,sodapyap,Rossonerix10x,0,亚里士多德,成吉思汗,特蕾莎,甘地,孔子,圣女贞德,高迪,卓别林,金字塔,姬路城,快餐连锁店,0,0,0,0,0,罗马大道,大教堂,跨洲铁路,0,0,0,0,0
3406,BILUMINA,MadsLikzWonderZ,dougthonus,1,荷马,萨拉丁,拿破仑,席德梅尔,布狄卡,圣女贞德,牛顿,卓别林,雅典卫城,大教堂,自由女神像,0,0,0,0,0,金字塔,姬路城,跨洲铁路,首飞,0,0,0,0
3407,KADUMINA,Huasong,Rossonerix10x,0,神医,圣女贞德,达尔文,顾拜旦,无,杰士卡,牛顿,卓别林,雅典卫城,埃菲尔铁塔,快餐连锁店,0,0,0,0,0,姬路城,长城,联合国,0,0,0,0,0
3408,GADUMINA,dedeSnole,ChinaWanping,1,神医,成吉思汗,达尔文,丘吉尔,孔子,古藤堡,莎士比亚,卓别林,巨石阵,长城,苏伊士运河,0,0,0,0,0,姬路城,卢浮宫,0,0,0,0,0,0
3409,JIDUMINA,dedeSnole,ChinaWanping,0,亚里士多德,古藤堡,莎士比亚,丘吉尔,孔子,圣女贞德,凯瑟琳大帝,爱因斯坦,金字塔,跨洲铁路,帝国大厦,0,0,0,0,0,大学,马丘比丘,首飞,0,0,0,0,0
3410,VODUMINA,ChinaWanping,dedeSnole,1,孔子,古藤堡,莎士比亚,丘吉尔,神医,杰士卡,罗伯斯比尔,顾拜旦,雅典卫城,马丘比丘,0,0,0,0,0,0,金字塔,大学,红十字会,0,0,0,0,0
3411,JEGUMINA,ChinaWanping,yagamihikari,0,汉谟拉比,萨拉丁,巴赫,顾拜旦,神医,圣女贞德,牛顿,卓别林,姬路城,丝绸之路,跨洲铁路,联合国,0,0,0,0,罗马大道,0,0,0,0,0,0,0
3412,SIGUMINA,nopeace,ChinaWanping,1,大帝,达芬奇,罗伯斯比尔,弗莱明,亚里士多德,米开朗基罗,莎士比亚,卓别林,罗马大道,跨洲铁路,帝国大厦,0,0,0,0,0,金字塔,大学,姬路城,苏伊士运河,哈佛大学,0,0,0
3413,DUGUMINA,Huasong,GerisNezus,0,汉谟拉比,杰士卡,拿破仑,黛德丽,摩西,萨拉丁,达尔文,甘地,雅典卫城,苏伊士运河,0,0,0,0,0,0,大图书馆,自由女神像,跨洲铁路,红十字会,0,0,0,0
3414,DAVUMINA,ChinaWanping,Napoleon2009,1,大帝,米开朗基罗,罗伯斯比尔,弗莱明,亚里士多德,圣女贞德,巴赫,黛德丽,大图书馆,姬路城,跨洲铁路,0,0,0,0,0,大教堂,苏伊士运河,0,0,0,0,0,0
3415,GOGUMINA,Niggiw_Redne,FourZero,1,阿育王,埃莉诺,巴赫,弗莱明,汉谟拉比,圣女贞德,拿破仑,丘吉尔,大图书馆,苏伊士运河,快餐连锁店,0,0,0,0,0,金字塔,大教堂,曼哈顿计划,0,0,0,0,0
3416,VEVUMINA,Napoleon2009,ChinaWanping,1,孔子,古藤堡,牛顿,卓别林,汉谟拉比,萨拉丁,莎士比亚,黛德丽,马丘比丘,苏伊士运河,首飞,0,0,0,0,0,大图书馆,卢浮宫,0,0,0,0,0,0
3417,LIVUMINA,pv4,hannes10001,1,汉谟拉比,哥伦布,高迪,乔布斯,凯撒,萨拉丁,达尔文,丘吉尔,雅典卫城,马丘比丘,曼哈顿计划,帝国大厦,0,0,0,0,空中花园,长城,跨洲铁路,0,0,0,0,0
3418,ROVUMINA,ChinaWanping,Napoleon2009,1,大帝,诺查丹玛斯,高迪,无,无,米开朗基罗,牛顿,居里夫人,大图书馆,苏伊士运河,首飞,0,0,0,0,0,罗马大道,姬路城,马丘比丘,远洋游轮,跨洲铁路,0,0,0
3419,CUVUMINA,DIAbloII,Djinges,1,孔子,萨拉丁,莎士比亚,顾拜旦,汉谟拉比,圣女贞德,巴赫,黛德丽,马丘比丘,克里姆林宫,好莱坞,0,0,0,0,0,大图书馆,埃菲尔铁塔,0,0,0,0,0,0
3420,HIVUMINA,FourZero,Inteq,0,汉谟拉比,达芬奇,库克,弗莱明,神医,伊莎贝拉,巴赫,丘吉尔,大图书馆,姬路城,0,0,0,0,0,0,罗马大道,长城,0,0,0,0,0,0
3421,HOPUMINA,ChinaWanping,Inteq,1,汉谟拉比,米开朗基罗,莎士比亚,丘吉尔,大帝,诺查丹玛斯,凯瑟琳大帝,顾拜旦,大图书馆,丝绸之路,0,0,0,0,0,0,罗马大道,远洋游轮,联合国,0,0,0,0,0
3422,PETUMINA,ChinaWanping,EdmondDantesque,0,孔子,伊莎贝拉,莎士比亚,弗莱明,荷马,达芬奇,达尔文,丘吉尔,雅典卫城,哈佛大学,0,0,0,0,0,0,罗马大道,大学,首飞,0,0,0,0,0
3423,FUTUMINA,Che,Huasong,0,大帝,杰士卡,牛顿,席德梅尔,荷马,成吉思汗,诺贝尔,曼德拉,罗马大道,卢浮宫,埃菲尔铁塔,首飞,0,0,0,0,姬路城,泰姬陵,快餐连锁店,0,0,0,0,0
3424,KAFUMINA,PeaceSeeker,Fayebian,1,汉谟拉比,埃莉诺,牛顿,黛德丽,布狄卡,萨拉丁,凯瑟琳大帝,弗莱明,雅典卫城,泰姬陵,远洋游轮,0,0,0,0,0,紫禁城,跨洲铁路,曼哈顿计划,0,0,0,0,0
3425,TUFUMINA,Fayebian,hannes10001,0,摩西,萨拉丁,达尔文,顾拜旦,孔子,巴巴罗萨,诺贝尔,无,雅典卫城,0,0,0,0,0,0,0,大图书馆,远洋游轮,0,0,0,0,0,0
3426,ZUFUMINA,u2xG,DJParson,1,神医,达芬奇,达尔文,顾拜旦,亚里士多德,杰士卡,库克,席德梅尔,雅典卫城,卢浮宫,好莱坞,0,0,0,0,0,罗马大道,埃菲尔铁塔,0,0,0,0,0,0
3427,HESUMINA,DJParson,dedeSnole,0,神医,圣女贞德,瓦特,丘吉尔,亚里士多德,哥伦布,达尔文,曼德拉,大图书馆,大教堂,跨洲铁路,0,0,0,0,0,金字塔,苏伊士运河,互联网,0,0,0,0,0
3428,TECUMINA,u2xG,Radorf,0,大帝,圣女贞德,莎士比亚,顾拜旦,孔子,古藤堡,牛顿,丘吉尔,大图书馆,0,0,0,0,0,0,0,罗马大道,远洋游轮,帝国大厦,0,0,0,0,0
3429,SICUMINA,ChinaWanping,Che,0,孔子,萨拉丁,巴赫,曼德拉,埃及艳后,巴巴罗萨,特蕾莎,卓别林,罗马大道,远洋游轮,0,0,0,0,0,0,大学,0,0,0,0,0,0,0
3430,MAJANINA,u2xG,abandonedPlayer,0,大帝,圣女贞德,库克,顾拜旦,亚里士多德,哥伦布,拿破仑,黛德丽,斗兽场,自由女神像,0,0,0,0,0,0,大图书馆,远洋游轮,0,0,0,0,0,0
3431,SOCUMINA,HeirOfValyria,sodapyap,1,埃及艳后,萨拉丁,牛顿,黛德丽,荷马,圣女贞德,高迪,甘地,大图书馆,马丘比丘,曼哈顿计划,0,0,0,0,0,雅典卫城,0,0,0,0,0,0,0
3432,SEJANINA,ChinaWanping,sodapyap,1,布狄卡,萨拉丁,达尔文,顾拜旦,大帝,杰士卡,诺贝尔,比尔盖茨,金字塔,哈佛大学,0,0,0,0,0,0,斗兽场,克里姆林宫,曼哈顿计划,0,0,0,0,0
3433,PUJANINA,LukeHeinz57,Rossonerix10x,1,凯撒,成吉思汗,凯瑟琳大帝,曼德拉,孔子,杰士卡,巴赫,弗莱明,大图书馆,长城,曼哈顿计划,0,0,0,0,0,金字塔,姬路城,0,0,0,0,0,0
3434,TEMANINA,Huasong,LukeHeinz57,1,亚里士多德,圣女贞德,特蕾莎,丘吉尔,神医,伊莎贝拉,库克,无,金字塔,泰姬陵,自由女神像,0,0,0,0,0,斗兽场,0,0,0,0,0,0,0
3435,VIMANINA,dedeSnole,ChinaWanping,1,荷马,诺查丹玛斯,高迪,甘地,神医,达芬奇,莎士比亚,黛德丽,雅典卫城,帝国大厦,0,0,0,0,0,0,姬路城,联合国,0,0,0,0,0,0
3436,HOMANINA,ChipsAhoya,Huasong,0,荷马,埃莉诺,牛顿,黛德丽,神医,哥伦布,巴赫,卓别林,金字塔,姬路城,埃菲尔铁塔,首飞,0,0,0,0,斗兽场,苏伊士运河,0,0,0,0,0,0
3437,SUMANINA,dedeSnole,ChinaWanping,1,凯撒,巴巴罗萨,莎士比亚,甘地,大帝,伊莎贝拉,巴赫,比尔盖茨,罗马大道,姬路城,好莱坞,0,0,0,0,0,雅典卫城,紫禁城,0,0,0,0,0,0
3438,JENANINA,Napoleon2009,ben0728,1,汉谟拉比,萨拉丁,诺贝尔,黛德丽,孙子,哥伦布,巴赫,甘地,罗马大道,哈佛大学,远洋游轮,联合国,0,0,0,0,大图书馆,0,0,0,0,0,0,0
3439,JINANINA,Fayebian,ben0728,0,汉谟拉比,杰士卡,特蕾莎,爱因斯坦,孙子,巴巴罗萨,诺贝尔,黛德丽,大图书馆,长城,0,0,0,0,0,0,金字塔,曼哈顿计划,0,0,0,0,0,0
3440,ZENANINA,dedeSnole,ChinaWanping,0,阿育王,无,巴赫,黛德丽,汉谟拉比,达芬奇,莎士比亚,弗莱明,雅典卫城,曼哈顿计划,0,0,0,0,0,0,巨石阵,紫禁城,远洋游轮,0,0,0,0,0
3441,TORANINA,ben0728,Huasong,0,埃及艳后,杰士卡,巴赫,无,孔子,哥伦布,凯瑟琳大帝,丘吉尔,雅典卫城,苏伊士运河,0,0,0,0,0,0,金字塔,姬路城,自由女神像,0,0,0,0,0
3442,NURANINA,PeaceSeeker,Supreme,0,凯撒,古藤堡,达尔文,黛德丽,汉谟拉比,诺查丹玛斯,莎士比亚,丘吉尔,大图书馆,泰姬陵,联合国,0,0,0,0,0,金字塔,丝绸之路,好莱坞,互联网,0,0,0,0
3443,ZELANINA,TSS,Che,1,孙子,巴巴罗萨,特蕾莎,比尔盖茨,神医,达芬奇,拿破仑,居里夫人,金字塔,大教堂,哈佛大学,0,0,0,0,0,罗马大道,自由女神像,0,0,0,0,0,0
3444,BULANINA,PeaceSeeker,Huasong,1,布狄卡,埃莉诺,诺贝尔,居里夫人,孔子,哥伦布,拿破仑,弗莱明,斗兽场,苏伊士运河,互联网,0,0,0,0,0,金字塔,哈佛大学,卢浮宫,0,0,0,0,0
3445,TIBANINA,ChinaWanping,dedeSnole,0,布狄卡,萨拉丁,诺贝尔,无,大帝,杰士卡,库克,丘吉尔,金字塔,姬路城,大教堂,快餐连锁店,0,0,0,0,罗马大道,帝国大厦,0,0,0,0,0,0
3446,RADANINA,Napoleon2009,ChinaWanping,0,阿育王,杰士卡,巴赫,卓别林,亚里士多德,诺查丹玛斯,诺贝尔,爱因斯坦,大学,苏伊士运河,0,0,0,0,0,0,金字塔,跨洲铁路,曼哈顿计划,0,0,0,0,0
3447,TUBANINA,Jurwi,Huasong,0,神医,成吉思汗,高迪,无,大帝,伊莎贝拉,库克,无,金字塔,姬路城,曼哈顿计划,0,0,0,0,0,斗兽场,大教堂,苏伊士运河,0,0,0,0,0
3448,CEDANINA,Napoleon2009,ChinaWanping,0,埃及艳后,圣女贞德,诺贝尔,顾拜旦,神医,杰士卡,巴赫,丘吉尔,罗马大道,金字塔,自由女神像,0,0,0,0,0,紫禁城,跨洲铁路,曼哈顿计划,0,0,0,0,0
3449,CODANINA,PeaceSeeker,UncleBogdaN,0,汉谟拉比,诺查丹玛斯,达尔文,曼德拉,孙子,伊莎贝拉,巴赫,弗莱明,罗马大道,姬路城,丝绸之路,跨洲铁路,帝国大厦,0,0,0,巨人像,联合国,0,0,0,0,0,0
3450,MUDANINA,Napoleon2009,Che,0,亚里士多德,哥伦布,达尔文,席德梅尔,大帝,伊莎贝拉,拿破仑,爱因斯坦,姬路城,马丘比丘,苏伊士运河,0,0,0,0,0,罗马大道,跨洲铁路,快餐连锁店,0,0,0,0,0
3451,BEGANINA,DIAbloII,PeaceSeeker,1,汉谟拉比,达芬奇,凯瑟琳大帝,丘吉尔,孔子,圣女贞德,达尔文,黛德丽,雅典卫城,姬路城,0,0,0,0,0,0,大图书馆,远洋游轮,0,0,0,0,0,0
3452,KAVANINA,PeaceSeeker,ben0728,1,神医,达芬奇,库克,黛德丽,埃及艳后,杰士卡,高迪,甘地,雅典卫城,远洋游轮,红十字会,帝国大厦,0,0,0,0,金字塔,埃菲尔铁塔,联合国,0,0,0,0,0
3453,TEVANINA,Che,HeirOfValyria,1,摩西,成吉思汗,拿破仑,爱因斯坦,埃及艳后,杰士卡,莎士比亚,曼德拉,斗兽场,丝绸之路,跨洲铁路,0,0,0,0,0,大图书馆,马丘比丘,曼哈顿计划,快餐连锁店,0,0,0,0
3454,HOVANINA,dedeSnole,Weidenbaum,1,神医,古藤堡,诺贝尔,比尔盖茨,孔子,哥伦布,凯瑟琳大帝,弗莱明,金字塔,大教堂,曼哈顿计划,0,0,0,0,0,大学,远洋游轮,首飞,0,0,0,0,0
3455,DUVANINA,Vulgata,ChinaWanping,0,埃及艳后,伊莎贝拉,达尔文,甘地,孔子,萨拉丁,牛顿,乔布斯,大图书馆,姬路城,0,0,0,0,0,0,紫禁城,大教堂,帝国大厦,0,0,0,0,0
3456,FEZANINA,TSS,ChinaWanping,0,凯撒,达芬奇,达尔文,黛德丽,孔子,圣女贞德,诺贝尔,爱因斯坦,斗兽场,远洋游轮,0,0,0,0,0,0,大图书馆,0,0,0,0,0,0,0
3457,JOZANINA,Niggiw_Redne,Jurwi,1,大帝,巴巴罗萨,拿破仑,黛德丽,神医,杰士卡,诺贝尔,席德梅尔,大学,远洋游轮,0,0,0,0,0,0,金字塔,长城,0,0,0,0,0,0
3458,ZUZANINA,SublimeSeeker,ChinaWanping,1,孙子,米开朗基罗,拿破仑,顾拜旦,汉谟拉比,萨拉丁,特蕾莎,弗莱明,斗兽场,埃菲尔铁塔,红十字会,0,0,0,0,0,雅典卫城,马丘比丘,自由女神像,0,0,0,0,0
3459,KEPANINA,ChinaWanping,Djinges,1,孔子,杰士卡,达尔文,爱因斯坦,无,伊莎贝拉,莎士比亚,无,巨石阵,姬路城,大教堂,快餐连锁店,0,0,0,0,罗马大道,紫禁城,克里姆林宫,首飞,0,0,0,0
3460,NIPANINA,SublimeSeeker,Rossonerix10x,1,孔子,成吉思汗,巴赫,弗莱明,孙子,伊莎贝拉,库克,比尔盖茨,金字塔,大教堂,0,0,0,0,0,0,斗兽场,姬路城,苏伊士运河,联合国,0,0,0,0
3461,TOPANINA,TSS,Himmelstosh,0,汉谟拉比,圣女贞德,巴赫,弗莱明,布狄卡,萨拉丁,无,顾拜旦,斗兽场,大学,曼哈顿计划,0,0,0,0,0,金字塔,马丘比丘,跨洲铁路,快餐连锁店,0,0,0,0
3462,FUPANINA,PeaceSeeker,GerisNezus,0,凯撒,诺查丹玛斯,巴赫,顾拜旦,亚里士多德,杰士卡,达尔文,爱因斯坦,大图书馆,姬路城,哈佛大学,0,0,0,0,0,金字塔,自由女神像,0,0,0,0,0,0
3463,GATANINA,Che,u2xG,1,孙子,达芬奇,莎士比亚,丘吉尔,汉谟拉比,圣女贞德,诺贝尔,顾拜旦,罗马大道,0,0,0,0,0,0,0,金字塔,姬路城,曼哈顿计划,0,0,0,0,0
3464,GETANINA,TSS,Weidenbaum,1,孙子,萨拉丁,诺贝尔,爱因斯坦,汉谟拉比,成吉思汗,特蕾莎,顾拜旦,巨石阵,苏伊士运河,0,0,0,0,0,0,斗兽场,跨洲铁路,0,0,0,0,0,0
3465,ROTANINA,Rossonerix10x,GerisNezus,1,神医,圣女贞德,高迪,甘地,埃及艳后,诺查丹玛斯,无,顾拜旦,斗兽场,快餐连锁店,0,0,0,0,0,0,雅典卫城,好莱坞,0,0,0,0,0,0
3466,LIKANINA,Vulgata,Rossonerix10x,0,汉谟拉比,杰士卡,巴赫,席德梅尔,神医,萨拉丁,凯瑟琳大帝,黛德丽,大图书馆,马丘比丘,互联网,0,0,0,0,0,金字塔,跨洲铁路,快餐连锁店,0,0,0,0,0
3467,NUKANINA,TSS,ChinaWanping,0,孔子,杰士卡,巴赫,丘吉尔,布狄卡,伊莎贝拉,达尔文,弗莱明,罗马大道,紫禁城,埃菲尔铁塔,曼哈顿计划,快餐连锁店,0,0,0,金字塔,大学,红十字会,0,0,0,0,0
3468,GEFANINA,ChinaWanping,SublimeSeeker,1,孔子,萨拉丁,牛顿,弗莱明,埃及艳后,杰士卡,达尔文,曼德拉,雅典卫城,姬路城,好莱坞,0,0,0,0,0,罗马大道,远洋游轮,帝国大厦,0,0,0,0,0
3469,MOFANINA,ben0728,ChinaWanping,1,埃及艳后,哥伦布,莎士比亚,卓别林,神医,伊莎贝拉,无,爱因斯坦,大学,0,0,0,0,0,0,0,雅典卫城,埃菲尔铁塔,0,0,0,0,0,0
3470,LUFANINA,ChinaWanping,ben0728,0,孔子,哥伦布,库克,黛德丽,孙子,成吉思汗,罗伯斯比尔,无,大图书馆,紫禁城,姬路城,0,0,0,0,0,斗兽场,泰姬陵,卢浮宫,0,0,0,0,0
3471,CASANINA,ben0728,ChinaWanping,0,凯撒,哥伦布,巴赫,卓别林,汉谟拉比,诺查丹玛斯,诺贝尔,弗莱明,巨人像,大学,自由女神像,0,0,0,0,0,巨石阵,马丘比丘,0,0,0,0,0,0
3472,RISANINA,ChinaWanping,dedeSnole,1,埃及艳后,萨拉丁,诺贝尔,卓别林,孔子,杰士卡,莎士比亚,无,巨石阵,马丘比丘,远洋游轮,快餐连锁店,0,0,0,0,大图书馆,泰姬陵,哈佛大学,互联网,0,0,0,0
3473,DUSANINA,dedeSnole,ChinaWanping,0,布狄卡,诺查丹玛斯,巴赫,顾拜旦,埃及艳后,杰士卡,库克,无,金字塔,罗马大道,姬路城,红十字会,0,0,0,0,大图书馆,丝绸之路,0,0,0,0,0,0
3474,ZECANINA,ChinaWanping,nagayamaha,0,亚里士多德,古藤堡,莎士比亚,黛德丽,孔子,萨拉丁,巴赫,卓别林,大图书馆,姬路城,哈佛大学,0,0,0,0,0,巨石阵,克里姆林宫,互联网,0,0,0,0,0
3475,JOCANINA,Napoleon2009,ben0728,1,亚里士多德,哥伦布,库克,黛德丽,荷马,诺查丹玛斯,巴赫,弗莱明,马丘比丘,自由女神像,快餐连锁店,0,0,0,0,0,斗兽场,跨洲铁路,0,0,0,0,0,0
3476,VUCANINA,ben0728,Napoleon2009,0,荷马,诺查丹玛斯,达尔文,弗莱明,神医,古藤堡,巴赫,丘吉尔,丝绸之路,跨洲铁路,自由女神像,0,0,0,0,0,大图书馆,远洋游轮,首飞,0,0,0,0,0
3477,SIHANINA,ben0728,dedeSnole,1,孙子,杰士卡,诺贝尔,丘吉尔,汉谟拉比,诺查丹玛斯,拿破仑,顾拜旦,泰姬陵,卢浮宫,0,0,0,0,0,0,金字塔,大图书馆,马丘比丘,0,0,0,0,0
3478,PEHANINA,zc74560,PeaceSeeker,0,埃及艳后,古藤堡,巴赫,卓别林,孔子,哥伦布,拿破仑,居里夫人,大图书馆,远洋游轮,0,0,0,0,0,0,大教堂,埃菲尔铁塔,曼哈顿计划,0,0,0,0,0
3479,DEMENINA,Vortex1612,dedeSnole,0,神医,杰士卡,巴赫,卓别林,孔子,无,库克,无,巨石阵,姬路城,0,0,0,0,0,0,雅典卫城,马丘比丘,苏伊士运河,快餐连锁店,0,0,0,0
3480,BAMENINA,zc74560,yushang0310,0,汉谟拉比,埃莉诺,莎士比亚,甘地,神医,诺查丹玛斯,凯瑟琳大帝,顾拜旦,雅典卫城,远洋游轮,好莱坞,0,0,0,0,0,斗兽场,长城,苏伊士运河,联合国,0,0,0,0
3481,ZUMENINA,DIAbloII,efans,1,埃及艳后,圣女贞德,达尔文,丘吉尔,汉谟拉比,萨拉丁,凯瑟琳大帝,无,大图书馆,泰姬陵,曼哈顿计划,0,0,0,0,0,紫禁城,姬路城,跨洲铁路,0,0,0,0,0
3482,FANENINA,Vortex1612,yushang0310,1,汉谟拉比,达芬奇,诺贝尔,比尔盖茨,孔子,诺查丹玛斯,达尔文,曼德拉,斗兽场,姬路城,卢浮宫,0,0,0,0,0,大图书馆,丝绸之路,自由女神像,0,0,0,0,0
3483,JINENINA,nagayamaha,dedeSnole,0,凯撒,哥伦布,巴赫,黛德丽,孙子,杰士卡,诺贝尔,比尔盖茨,紫禁城,泰姬陵,哈佛大学,好莱坞,0,0,0,0,金字塔,丝绸之路,帝国大厦,快餐连锁店,0,0,0,0
3484,KINENINA,ben0728,Terrance,0,凯撒,圣女贞德,巴赫,丘吉尔,布狄卡,诺查丹玛斯,诺贝尔,卓别林,巨石阵,0,0,0,0,0,0,0,斗兽场,埃菲尔铁塔,0,0,0,0,0,0
3485,SONENINA,TSS,efans,1,大帝,达芬奇,库克,比尔盖茨,无,诺查丹玛斯,巴赫,爱因斯坦,斗兽场,哈佛大学,0,0,0,0,0,0,雅典卫城,马丘比丘,0,0,0,0,0,0
3486,BUNENINA,yagamihikari,bloodies,1,汉谟拉比,诺查丹玛斯,罗伯斯比尔,比尔盖茨,摩西,杰士卡,高迪,顾拜旦,长城,远洋游轮,快餐连锁店,0,0,0,0,0,金字塔,姬路城,0,0,0,0,0,0
